CODBEN,DESCRIPCION,PORCMAX,MONTOMAX,TIPO,USUARIO,FECMOD,APLICONCEPTO,APLICAL,PRIORIDAD,ORIGEN_BENEFICIO,Vigencia
1293,IP- 244 BENEFICIO CONVENIO  EDU GLOBAL  FUNCIONARIOS (DIP) 1,100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1294,IP-946 BECA ( 5% ) EXTRA SEPTIEMBRE 2017,100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1295,IP-947 CAMARA DE COMERCIO DE SANTIAGO (20%),100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1296,IP-948 PIDENCO S.A (20%),100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1297,IP-949 SINDICATO DE TRABAJADORES S.A (20%),100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1298,IP-950 ANATISEL DEL (ISL) (20%),100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1299,IP-951 SENAME (20%),100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1301,IP-952 RGM MALLAS DEL ALAMBRE (20%),100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1302,U100-Beca Talento Joven,100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1303,U101-Beca DACC,100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1304,U102-Beca Admisión (Online - Semipresencial - Ed. Continua),100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1305,U103-Beca Admisión (Vespertino),100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1306,U104-Beca Apoyo Regional,100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1307,U105-Beca Complementaria,100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1308,U106-Beca Continuidad de Estudios,100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1309,U107-Beca Docente IACC,100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1310,U108-Beca Docente UNIACC,100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1311,U109-Beca Funcionario UNIACC - Hijos y Cónyuges,100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1312,U110-Beca Deportistas Destacados,100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1313,U111-Beca Egresados de IACC,100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1314,U112-Beca Egresados UNIACC,100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1315,U113-Beca Hermanos (as) e Hijos (as) de Estudiantes UNIACC,100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
843,UN-FURIA AUDIOVISUAL,100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
844,UN-FESTIVAL TEATRO ESCOLAR,100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
845,UN-BECA ROJO,100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1,Descuento Pago Efectivo,5.00000,,FINANCIERO,8768,2021-11-11 16:27:00.000,A,SALDO,6,INTERNO,SI
2,Descuento Pago Cheques,3.00000,,FINANCIERO,7872,2025-08-26 10:24:00.000,A,SALDO,6,INTERNO,SI
3,Descuento Pago VALE VISTA,5.00000,,FINANCIERO,8768,2021-11-11 16:46:00.000,A,SALDO,6,INTERNO,SI
4,CREDITO AVAL DEL ESTADO,,4300000.00,FINANCIAMIENTO,7181,2023-01-17 12:05:00.000,A,SALDO,5,EXTERNO,SI
5,Beca NUEVO MILENIO,,900000.00,FINANCIAMIENTO,1,2021-09-27 20:09:00.000,A,SALDO,2,EXTERNO,SI
6,Beca Excelencia Academica,,1150000.00,FINANCIAMIENTO,8768,2022-01-21 16:39:00.000,A,TOTAL,1,EXTERNO,SI
7,Beca Excelencia Tecnica,,900000.00,FINANCIAMIENTO,1,2021-09-27 20:11:00.000,A,SALDO,2,EXTERNO,SI
8,Beca Hijo de Profesional de la Educacion,,500000.00,FINANCIAMIENTO,31725,2023-11-28 15:54:00.000,A,TOTAL,1,EXTERNO,SI
9,Beca Juan Gomez Millas,,1150000.00,FINANCIAMIENTO,31725,2022-12-28 13:51:00.000,A,TOTAL,1,EXTERNO,SI
10,Beca Juan Gomez Millas Extranjero,,1150000.00,FINANCIAMIENTO,8768,2022-01-21 16:40:00.000,A,TOTAL,1,EXTERNO,SI
11,Beca Titular Valech,100.00000,,FINANCIAMIENTO,31735,2022-01-22 16:23:00.000,A,TOTAL,1,EXTERNO,SI
12,Beca de Articulacion,,750000.00,FINANCIAMIENTO,8768,2022-01-21 16:38:00.000,A,TOTAL,1,EXTERNO,SI
13,Beca Traspaso Valech,,1150000.00,FINANCIAMIENTO,8768,2022-01-21 16:43:00.000,A,TOTAL,1,EXTERNO,SI
14,DECRETO RECTORIA N032016 BHPE,,1150000.00,BECA,1,2021-08-31 14:16:00.000,A,SALDO,3,INTERNO,NO
15,DECRETO RECTORIA N032016 BJGM,,1150000.00,BECA,1,2019-01-31 00:00:00.000,A,SALDO,3,INTERNO,NO
16,DECRETO RECTORIA N032016 BJGME,,1150000.00,BECA,1,2019-01-24 00:00:00.000,A,SALDO,3,INTERNO,NO
17,DECRETO RECTORIA N032016 BNM,,1150000.00,BECA,67,2017-03-31 00:00:00.000,A,SALDO,3,INTERNO,NO
18,DECRETO RECTORIA N142016 BART,,1150000.00,BECA,67,2017-03-31 00:00:00.000,A,SALDO,3,INTERNO,NO
19,DECRETO RECTORIA N142016 BJGM,,1150000.00,BECA,67,2017-03-31 00:00:00.000,A,SALDO,3,INTERNO,NO
20,DECRETO RECTORIA N142016 BNM,,1150000.00,BECA,67,2017-03-31 00:00:00.000,A,SALDO,3,INTERNO,NO
21,Beca Excelencia IEB 25 MATRICULA,25.00000,,BECA,67,2017-03-31 00:00:00.000,M,SALDO,3,INTERNO,NO
22,Beca Excelencia IEB 25 ARANCEL,25.00000,,BECA,67,2017-03-31 00:00:00.000,A,SALDO,3,INTERNO,NO
23,Beca Excelencia IEB 50 MATRICULA,50.00000,,BECA,67,2017-03-31 00:00:00.000,M,SALDO,3,INTERNO,NO
24,Beca Excelencia IEB 50 ARANCEL,50.00000,,BECA,67,2017-03-31 00:00:00.000,A,SALDO,3,INTERNO,NO
25,Beca Excelencia IEB 75 MATRICULA,75.00000,,BECA,67,2017-03-31 00:00:00.000,M,SALDO,3,INTERNO,NO
26,Beca Excelencia IEB 75 ARANCEL,75.00000,,BECA,67,2017-03-31 00:00:00.000,A,SALDO,3,INTERNO,NO
27,Beca Excelencia IEB 100 MATRICULA,100.00000,,BECA,67,2017-03-31 00:00:00.000,M,SALDO,3,INTERNO,NO
28,Beca Excelencia IEB 100 ARANCEL,100.00000,,BECA,67,2017-03-31 00:00:00.000,A,SALDO,3,INTERNO,NO
29,Beca Familiar 1er Hermano 15,15.00000,,BECA,67,2017-03-31 00:00:00.000,A,SALDO,3,INTERNO,NO
30,Beca Familiar 2do Hermano 20,20.00000,,BECA,67,2017-03-31 00:00:00.000,A,SALDO,3,INTERNO,NO
31,Beca Familiar 3er Hermano 20,20.00000,,BECA,67,2017-03-31 00:00:00.000,A,SALDO,3,INTERNO,NO
32,Beca Funcionario IEB MATRICULA,100.00000,,BECA,67,2017-03-31 00:00:00.000,M,SALDO,3,INTERNO,NO
33,Beca Funcionario IEB ARANCEL 20,20.00000,,BECA,67,2018-01-19 00:00:00.000,A,SALDO,3,INTERNO,NO
34,Beca Colaborador Inst.Fra. BBVA,10.00000,,BECA,1,2017-02-16 00:00:00.000,A,SALDO,3,INTERNO,NO
35,Beca Colaborador Inst.Fra. Banco BCI,10.00000,,BECA,67,2017-11-21 00:00:00.000,A,SALDO,3,INTERNO,NO
36,Beca Colaborador Inst.Fra. Banco Bice,10.00000,,BECA,1,2017-02-16 00:00:00.000,A,SALDO,3,INTERNO,NO
37,Beca Colaborador Inst.Fra. Banco Chile,10.00000,,BECA,1,2017-02-16 00:00:00.000,A,SALDO,3,INTERNO,NO
38,Beca Colaborador Inst.Fra. Banco Itau-Corpbanca,10.00000,,BECA,1,2017-02-16 00:00:00.000,A,SALDO,3,INTERNO,NO
39,Beca Colaborador Inst.Fra. Banco Estado,10.00000,,BECA,67,2017-12-04 00:00:00.000,A,SALDO,3,INTERNO,NO
40,Beca Colaborador Inst.Fra. Banco Falabella,10.00000,,BECA,1,2017-02-16 00:00:00.000,A,SALDO,3,INTERNO,NO
41,Beca Colaborador Inst.Fra. Banco HSBC BANK CHILE,10.00000,,BECA,1,2017-02-16 00:00:00.000,A,SALDO,3,INTERNO,NO
42,Beca Colaborador Inst.Fra. Banco Internacional,10.00000,,BECA,1,2017-02-16 00:00:00.000,A,SALDO,3,INTERNO,NO
43,Beca Institucion Financiera Banco Itau Chile,10.00000,,BECA,1,2017-02-16 00:00:00.000,A,SALDO,3,INTERNO,NO
44,Beca Colaborador Inst.Fra. Banco Santander,10.00000,,BECA,67,2017-02-20 00:00:00.000,A,SALDO,3,INTERNO,NO
45,Beca Colaborador Inst.Fra. Banco Security,10.00000,,BECA,67,2017-02-20 00:00:00.000,A,SALDO,3,INTERNO,NO
46,Beca Colaborador Inst.Fra. COOP.AHORRO Y CREDITO ORIENTE,10.00000,,BECA,67,2017-02-20 00:00:00.000,A,SALDO,3,INTERNO,NO
47,Beca Colaborador Inst.Fra. COOP.AHORRO Y CREDITO UNION,10.00000,,BECA,67,2017-02-20 00:00:00.000,A,SALDO,3,INTERNO,NO
48,Beca Colaborador Inst.Fra. COOP. AHORROCOP LTDA.,10.00000,,BECA,67,2017-02-20 00:00:00.000,A,SALDO,3,INTERNO,NO
49,Beca Colaborador Inst.Fra. COOP. AHORRO Y CRED.COOCRETAL,10.00000,,BECA,67,2017-04-06 00:00:00.000,A,SALDO,3,INTERNO,NO
50,Beca Colaborador Inst.Fra. JPMORGAN CHASE BANK,10.00000,,BECA,67,2017-04-06 00:00:00.000,A,SALDO,3,INTERNO,NO
51,Beca Colaborador Inst.Fra. PRICEWATERHOUSECOOPERS CONSULTOR,10.00000,,BECA,67,2017-04-06 00:00:00.000,A,SALDO,3,INTERNO,NO
52,Beca Colaborador Inst.Fra. SBIF Superintendencia de Bancos,10.00000,,BECA,67,2017-04-06 00:00:00.000,A,SALDO,3,INTERNO,NO
53,Beca Colaborador Inst.Fra. Scotiabank,10.00000,,BECA,67,2017-04-06 00:00:00.000,A,SALDO,3,INTERNO,NO
54,Beca Colaborador Inst.Fra. Transbank,10.00000,,BECA,67,2017-03-31 00:00:00.000,A,SALDO,3,INTERNO,NO
55,Beca Premio Primera Distincion 100 MAT,100.00000,,BECA,67,2017-03-31 00:00:00.000,M,SALDO,3,INTERNO,NO
56,Beca Premio Primera Distincion 100 ARA,100.00000,,BECA,67,2018-01-29 00:00:00.000,A,SALDO,1,INTERNO,NO
57,Beca Premio Segunda Distincion 50 MAT,50.00000,,BECA,67,2017-03-31 00:00:00.000,M,SALDO,3,INTERNO,NO
58,Beca Premio Segunda Distincion 50 ARA,50.00000,,BECA,67,2018-01-29 00:00:00.000,A,SALDO,1,INTERNO,NO
59,Confederacion de Sindicatos Bancarios MAT,100.00000,,BECA,67,2018-01-29 00:00:00.000,M,SALDO,3,INTERNO,NO
60,Confederacion de Sindicatos Bancarios ARA,15.00000,,BECA,67,2018-01-29 00:00:00.000,A,SALDO,3,INTERNO,NO
61,Descuento 40 sobre arancel semestral Decreto N12,40.00000,,BECA,67,2018-01-17 00:00:00.000,A,SALDO,3,INTERNO,NO
62,Sindicato Banco Scotiabank MAT,100.00000,,BECA,67,2017-04-06 00:00:00.000,M,SALDO,3,INTERNO,NO
63,Sindicato Banco Scotiabank ARA,15.00000,,BECA,67,2017-04-06 00:00:00.000,A,SALDO,3,INTERNO,NO
1317,U115-Beca Líderes,100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1316,U114-Beca Hijos (as) Egresados UNIACC,100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1318,U116-Beca Notas de E.M,100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1319,U117-Becas PSU,100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1320,U118-Fondo de Beca UNIACC,100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1321,U119-Renovación de Becas,100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1322,Beneficio Complementario un Periodo Comite de Gracia,100.00000,,BECA,8768,2021-10-13 09:46:00.000,A,SALDO,2,INTERNO,SI
1323,U301-Campaña Referidos (No renovable),100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1324,U400-Dcto. Financiero - Cheque (No renovable),100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1325,U401-Dcto. Financiero - Efectivo (No renovable),100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1326,U402-Dcto. Financiero - Pagaré (No renovable),100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1327,U403-Dcto. Financiero - Pago al Contado (No renovable),100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1328,U404-Dcto. Financiero - Tarjeta de Crédito (No renovable),100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1329,U500-Anticipación de Matrícula (No renovable),100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1330,U600-Convenio Institucional (No renovable),100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1331,U601-Convenio - Caja de Compensación La Araucana (No renovab,100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1481,IP-971 BECA ESPECIAL CONVENIO SERVIESTADO ( pregrado ) 2018 ,100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1482,IP-972 BECA ESPECIAL CONVENIO SERVIESTADO ( diplomado ) 2018,100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1483,IP-973 BECA ESPECIAL CONVENIO SINDICATO B.C.I ( diplomado ) ,100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1484,IP-974 BECA ESPECIAL CONVENIO SINDICATO B.C.I ( diplomado ) ,100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1485,IP-975 BECA ESPECIAL DIPLOMADO TECNOLOGIA EDUCATIVA   2018 5,100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1486,IP-960 BECA ESPECIAL EN DIPLOMADO EN EFICIENCIA EN EL USO DE,100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1487,IP-976 BECA ESPECIAL ABRIL 2018 CHEQUE AFILIADO ACHS (Diplom,100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1488,IP-977 BECA ESPECIAL ABRIL 2018 CONTADO AFILIADO ACHS (Diplo,100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1489,IP-978 BECA ESPECIAL ABRIL 2018 CUPONERA AFILIADO ACHS (Dipl,100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1490,IP-979 BECA ESPECIAL VICERRECTORIA DE ADMINISION Y COMUNICAC,100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1491,IP-980 BECA SIFUP (Pregrado) 2018 50%,100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1492,IP-981 BECA SIFUP (Diplomado) 2018 50%,100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1493,IP-982 BECA RENDIMIENTO ACADÉMICO IACC (100%) 2018,100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1499,IP- 103  BECA FUNCIONARIO (SINDICATO) 2018,100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1500,IP - 104 BECA ESPECIAL DIPLOMADO. 2018,100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1501,IP - 105 BECA ESPECIAL VICERRECTORIA ADM. Y COM.,100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1502,IP - 106 REINCORPORACION (30%),100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1503,IP - 107 BECA CUPONERA  ( DIPLOMADO) 35% JUNIO 2017,100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1504,IP - 108 BECA CHEQUE ( DIPLOMADO) 45% JUNIO 2017,100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1505,IP- 109 BECA CONTADO ( DIPLOMADO) 50% JUNIO 2017,100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1506,IP - 201 Z. EXT. (25%) 2018,100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1507,IP -202 EGRESADOS IACC-UNIACC (30%),100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1508,IP- 203 ALUMNO NUEVO (20%),100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1509,IP- 204 BES (5%),100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1510,IP- 205 CHEQUE (10%),100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1511,IP -206 CONTADO (15%),100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1512,IP - 207 CHEQUE (5%),100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1513,IP - 208 CONTADO (10%),100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1514,IP - 209 DIPLOMADO. CHEQUE (50%),100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1515,IP - 210 DIPLOMADO. CUPONERA (40%),100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1516,IP - 211 NEM (TR.1)15%,100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1517,IP - 212 NEM (TR.2)20%,100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1518,IP- 213 NEM (TR.3)25%,100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1519,BECA NEM,45.00000,,BECA,8768,2022-01-17 18:11:00.000,A,SALDO,2,INTERNO,SI
1520,IP - 215 B. G. FAM (20%),100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1521,IP - 216 BSU ( D.3) 30%,100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1522,IP - 217 BSU ( D.4-5) 25%,100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1523,IP - 218 BSU ( D.6) 20%,100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1524,IP - 219 BSU ( D.7) 15%,100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1525,"IP - 220 BTF 0-6 (1) 5%
IP - 220 BTF 0-6 (1) 5%
",100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1526,IP - 221 BTF 0-6 (2 +) 10%,100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1527,IP - 222 BTF 7-12 (0) 5%,100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1528,"IP - 223 BTF 7-12 (1) 10%
IP - 223 BTF 7-12 (1) 10%
",100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1529,IP - 224 BTF 7-12 (2+) 15%,100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1530,IP - 225 BTF 13-24 (0) 10%,100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1531,IP - 226 BTF 13-24 (1) 15%,100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1532,IP - 227 BTF 13-24 (2+) 20%,100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1533,IP - 228 BTF 24 + (0) 15%,100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1534,IP - 229 BTF 24 + (1) 20%,100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1535,IP - 230 BTF 24 + (2+) 25%,100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1536,IP - 231 BVSS  (20%),100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1537,"IP - 232 BDP(15%)
IP - 231 BDP(15%)",100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1538,IP - 233 BFE  (20%),100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1539,IP - 234 BFTP ENERO  (20%),100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1540,IP- 235 SERVICIO PÚBLICO DIPLOMADO.  (30%),100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1541,IP -236 CONTADO-CHEQUE DIPLOMADO (40%),100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1542,IP - 237 CONTADO DIPLOMADO. (45%),100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1543,IP - 238 CHEQUE DIPLOMADO. (40%),100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1544,IP - 239 1º CUOTA PAGADA.  DIPLOMADO (40%),100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1545,IP - 240 CUPONERA  DIPLOMADO (30%) ,100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1546,IP - 241 EXALUMNOS DIPLOMADO. (50%),100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1547,IP- 242 BENEFICIO FIRMA CONVENIO FACH  FUNCIONARIOS (DIPLOMA,100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1548,IP- 243 BENEFICIO CONVENIO  FDR SANTANDER   FUNCIONARIOS (DI,100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1549,IP- 244 BENEFICIO CONVENIO  CAJA GABRIELA MISTRAL   FUNCIONA,100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1550,IP- 245 BENEFICIO CONVENIO  EDU GLOBAL  FUNCIONARIOS ( DIPLO,100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1551,"IP - 246 BFTP  (15%)
IP - 245 BFTP  (15%)
IP - 246 BFTP  (",100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1552,CAJA LOS ANDES ,30.00000,,BECA,8938,2022-03-21 18:05:00.000,A,SALDO,2,INTERNO,SI
1553,IP - 902 IZIT (25%) 2016,100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1554,IP - 903 BANCO ESTADO (20%),100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
142,BECA COLABORADOR ITAU CORPBANCA CORREDORES DE BOLSA,10.00000,,BECA,66,2018-01-11 00:00:00.000,A,SALDO,3,INTERNO,NO
143,BECA COLABORADOR CORPBANCA ADM.GENERAL DE FONDOS S.A.,10.00000,,BECA,66,2018-01-11 00:00:00.000,A,SALDO,3,INTERNO,NO
144,BECA COLABORADOR CORPBANCA CORREDORA DE SEGUROS LTDA.,10.00000,,BECA,66,2018-01-11 00:00:00.000,A,SALDO,3,INTERNO,NO
145,BECA COLABORADOR ITAÚ ASESORÍAS FINANCIERAS S.A.,10.00000,,BECA,66,2018-01-11 00:00:00.000,A,SALDO,3,INTERNO,NO
146,BECA COLABORADOR CORPLEGAL S.A.,10.00000,,BECA,66,2018-01-11 00:00:00.000,A,SALDO,3,INTERNO,NO
147,BECA COLAB. RECAUDACIONES Y COBRANZAS S.A. (ITAÚ CORPBANCA),10.00000,,BECA,66,2018-01-11 00:00:00.000,A,SALDO,3,INTERNO,NO
148,BECA COLABORADOR ADM.GENERAL DE FONDOS SECURITY S.A.,10.00000,,BECA,66,2018-01-11 00:00:00.000,A,SALDO,3,INTERNO,NO
149,BECA COLABORADOR VALORES SECURITY S.A. CORREDORA DE BOLSA.,10.00000,,BECA,66,2018-01-11 00:00:00.000,A,SALDO,3,INTERNO,NO
150,BECA COLAB. BBVA ASSET MANAGEMENT ADM.GRAL DE FONDOS S.A,10.00000,,BECA,66,2018-01-11 00:00:00.000,A,SALDO,3,INTERNO,NO
151,BECA COLABORADOR BBVA CORREDORA TÉCNICA DE SEGUROS LTDA.,10.00000,,BECA,66,2018-01-11 00:00:00.000,A,SALDO,3,INTERNO,NO
152,BECA COLABORADOR BBVA CORREDORES DE BOLSA LTDA.,10.00000,,BECA,66,2018-01-11 00:00:00.000,A,SALDO,3,INTERNO,NO
153,BECA COLABORADOR BBVA ASESORÍAS FINANCIERAS S.A.,10.00000,,BECA,66,2018-01-11 00:00:00.000,A,SALDO,3,INTERNO,NO
154,BECA COLABORADOR BBVA SOCIEDAD DE LEASING INMOBILIARIO S.A.,10.00000,,BECA,66,2018-01-11 00:00:00.000,A,SALDO,3,INTERNO,NO
155,BECA COLABORADOR BBVA FACTORING LIMITADA,10.00000,,BECA,66,2018-01-11 00:00:00.000,A,SALDO,3,INTERNO,NO
156,BECA COLABORADOR BANCOESTADO S.A. CORREDORES DE BOLSA,10.00000,,BECA,66,2018-01-11 00:00:00.000,A,SALDO,3,INTERNO,NO
157,BECA COLABORADOR BANCOESTADO S.A. ADM.GENERAL DE FONDOS,10.00000,,BECA,66,2018-01-11 00:00:00.000,A,SALDO,3,INTERNO,NO
